input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
이혼 시 재산 분할과 관련하여 체결된 합의의 법률효력범위는 어떻게 되나요?,"이혼 시 재산 분할과 관련하여 체결된 합의는 당사자 간의 합의에 따라 재산권을 이전하거나 소유권을 이전하겠다는 내용을 포함할 수 있습니다. 그러나 이러한 합의가 법률적으로 효력을 가지기 위해서는, 합의가 당사자 간에 공정하게 이루어졌는지, 강압이나 착오로 체결된 것이 아닌지 여부가 중요합니다. 예를 들어, 합의 당시 당사자가 정신적, 심리적 상태로 인해 합의에 동의하지 못할 상황이었다면 그 합의는 무효로 인정될 수도 있습니다. 또한, 합의 내용 중 당사자가 인지하지 못한 중요한 사실이 있다면 그 합의가 무효로 인정될 수 있습니다.",이혼 재산 분할 체결 합 법률 범위,1,0,이혼 시 금전 문제 (재산분할·양육비),0.51483434,2022-10-13T09:00:00.000+09:00,가능 여부 판단,0
위자료 청구소송에서 제3자가 부부의 공동생활 방해에 대한 법적 책임은 어떻게 설정되나요?,"제3자가 부부의 공동생활을 방해한 경우, 민법 제840조에 따라 불법행위로 손해배상 책임을 지게 됩니다. 특히, 제3자가 부정행위를 통해 부부관계의 본질을 침해했다면, 이에 대한 법적 책임을 피할 수 없습니다.",위자료 청구 소송 부부 공동 생활 방해 법적 책임 설정 제3자가,1,1,부정행위 및 제3자 개입 책임,0.539377,2017-01-25T09:00:00.000+09:00,가능 여부 판단,0
부정행위를 한 제3자가 위자료를 지급해야 하는 이유는 무엇인가요?,"부정행위를 한 제3자는 그 행위로 인해 부부공동생활을 침해하거나 유지를 방해하고, 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가했기 때문에 위자료를 지급할 의무가 있습니다. 이는 불법행위로 간주되어 피해자의 정신적 고통에 대한 배상책임을 부담하게 됩니다.",부정행위 위자료 지급 이유 제3자가,1,2,위자료 및 손해배상 청구,0.5442045,2020-11-26T09:00:00.000+09:00,증거·입증,2
이혼 소송의 제척기간은 몇 년인가요?,,,,1,위자료 및 손해배상 청구,,,기간·시효,4
재산분할 협의서를 법적으로 효력 있게 만들려면?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
"합의 후에도 불구하고 부정행위를 지속한 경우, 피해자는 어떻게 법적 조치를 취할 수 있나요?","피해자는 민법 제750조를 바탕으로 손해배상청구소송을 제기할 수 있으며, 이때 합의의 내용과 부정행위의 지속 여부를 입증하여 새로운 불법행위로서의 법적 책임을 묻는 것이 가능합니다. 또한, 형법 제327조에 따라 수사기관에 고소를 통해 형사적 조치를 취할 수도 있습니다.",합 불구 부정행위 지속 피해자 법적 조치 취할,1,1,부정행위 및 제3자 개입 책임,0.69458467,2022-12-08T09:00:00.000+09:00,가능 여부 판단,0
배우자가 재산을 숨긴 경우 처벌받나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,제재·구제수단,5
소송 제기 기한을 놓치면 구제 방법이 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
부정행위에 대한 위자료 청구에서의 손해배상 조건은 무엇인가요?,"부정행위로 인한 위자료 청구 시, 피해자는 부정행위가 상대방의 고의 또는 과실로 발생하였음을 증명해야 하며, 이와 같은 행위로 인해 실제로 정신적인 고통을 경험했음을 입증해야 합니다. 위자료의 산정은 피해의 정도 및 상대방의 행위의 정도에 따라 결정되므로, 관련 규정에 따라 피해자가 입은 구체적인 손해를 입증해야 합니다.",부정행위 위자료 청구 손해배상,1,2,위자료 및 손해배상 청구,0.8915257,2022-06-17T09:00:00.000+09:00,증거·입증,2
협의이혼 후 서류는 어떻게 발급받나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
부정행위로 인한 손해배상청구권 소멸시효는 어떻게 적용되나요?,"부정행위로 인한 손해배상청구권의 소멸시효는 그 부정행위를 인식한 날로부터 3년입니다. 예를 들어, 특정 날짜 이후의 부정행위를 알게 된 경우 그로부터 3년 이내에 손해배상 청구를 해야 하며, 그 이전의 부정행위에 대해서는 소멸시효가 적용되어 더 이상 청구할 수 없습니다.",부정행위 손해배상청구권 소멸시효,1,1,부정행위 및 제3자 개입 책임,0.8408035,2023-06-20T09:00:00.000+09:00,가능 여부 판단,0
변호사 상담과 일반 상담의 차이는 뭔가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼 절차를 대리로 맡길 수 있나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
양육비는 자녀의 나이에 따라 달라지나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
이혼 얘기를 꺼내기 힘든데 어떻게 시작하나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
정신적 고통에 대한 손해배상의 기준은 어떻게 설정되나요?,"정신적 고통에 대한 손해배상액은 단순히 금전적 수치로 환산하기 어려운 요소가 많지만, 일반적으로 부정행위의 내역과 그로 인해 발생한 정신적 피해의 영향, 피해자의 생활 전반에 미친 영향을 포괄적으로 고려하여 설정됩니다. 대법원 판례에 의거하여 피해자의 개인적 상황 및 부부 공동 생활의 특성도 중요 요소로 평가됩니다.",정신 고통 손해배상 기준 설정,1,2,위자료 및 손해배상 청구,0.44597682,2020-12-10T09:00:00.000+09:00,가능 여부 판단,0
정신적 고통에 대한 위자료 청구 소송에서 피해자에게 필요한 증명 요소는 무엇인가요?,"정신적 고통에 대한 위자료 청구 소송에서 피해자는 제3자가 부부의 일방과 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하였음을 증명해야 합니다. 또한 이러한 부정행위로 인해 피해자로서 정신적 고통을 받았음을 입증해야 합니다. 이를 위해 증언, 진술서, 통화기록 등의 증거자료를 제출할 수 있습니다.",정신 고통 위자료 청구 소송 피해자 요소,1,2,위자료 및 손해배상 청구,0.9242205,2021-08-31T09:00:00.000+09:00,증거·입증,2
민법 제840조에서 규정한 이혼 사유는 무엇인가요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
상담 가능한 요일과 시간대를 알려주세요.,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
타인의 부부공동생활을 방해하는 제3자의 행위가 불법행위로 간주되는 조건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 여기서 '부정행위'는 간통을 포함하는 wider한 개념으로, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다. 구체적인 사안에 따라 부정행위인지 여부는 그 정도와 상황을 참작하여 평가합니다.",타인 부부 생활 방해 행위 불법행위 간주 제3자의,1,1,부정행위 및 제3자 개입 책임,0.6925193,2015-11-26T09:00:00.000+09:00,법적 근거·조문,6
"배우자가 있는 사람과 부정한 행위를 한 경우, 불법행위로 인한 손해배상 책임은 어떻게 인정되나요?","둘 사이에 부부관계가 존재함을 안 상태에서 부정한 행위를 하였다면, 배우자에 대한 권리를 침해한 것으로 간주되어 불법행위로 인한 손해배상 책임이 인정됩니다. 이에 대해 금전적인 위자료 지급 책임이 발생하게 됩니다.",배우자 부정 행위 불법행위 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.9038969,2021-09-17T09:00:00.000+09:00,가능 여부 판단,0
"채무자가 재산분할로 인해 채권자의 공동담보를 감소시킬 경우, 재산분할이 사해행위로 인정되기 위한 조건은 무엇인가요?",재산분할이 사해행위로 인정되기 위해서는 민법 제839조의2 제2항 규정의 취지에 따른 상당한 정도를 벗어나는 과대한 재산분할임을 채권자가 입증해야 합니다. 이미 상당한 정도를 벗어난 초과부분에 대해서는 사해행위로서 취소의 대상이 될 수 있습니다.,채무자 재산 분할 채권자 담보 감소 시키다 사해행위,1,0,이혼 시 금전 문제 (재산분할·양육비),0.91303056,2014-04-03T09:00:00.000+09:00,가능 여부 판단,0
제3자가 타인의 부부공동생활에 개입하여 혼인의 본질을 침해한 경우 손해배상책임이 인정될 수 있는 조건은 무엇인가요?,"제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 부정행위를 하여 부부의 정조의무를 위반한 경우, 이는 불법행위를 구성합니다. 이로 인해 배우자가 정신적 고통을 겪었다면 제3자는 그에 대한 배상책임을 질 수 있습니다. '부정행위'는 간통을 포함하지만, 그것에 국한되지 않고 정조의무에 충실하지 않는 일체의 행위를 포함합니다. 구체적인 판단은 각 사안의 정도와 상황을 참작하여 평가됩니다.",타인 부부 생활 개입 혼인 본질 침해 손해배상 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.542885,2020-11-05T09:00:00.000+09:00,가능 여부 판단,0
공동재산과 개인재산은 재산분할 시 구분되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
이혼 신청 시 인지대나 송달료가 필요한가요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
제3자가 부정행위로 인해 혼인 관계를 침해한 경우 어떻게 손해배상책임이 성립되나요?,"제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하고 배우자로서의 권리를 침해하여 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 배우자의 부정한 행위에는 간통을 포함하여 부부의 정조의무에 충실하지 않은 모든 행위가 포함됩니다. 따라서 제3자가 이를 인지하고도 부정행위를 계속할 경우, 피해 배우자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 받을 수 있습니다.",부정행위 혼인 관계 침해 손해배상 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.6644589,2020-05-27T09:00:00.000+09:00,가능 여부 판단,0
시효 완성 후 새 증거가 나와도 청구 가능하나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
이혼 소송 진행 상황은 어떻게 확인하나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
시효가 지나면 위자료 청구가 불가능한가요?,,,,1,위자료 및 손해배상 청구,,,기간·시효,4
상담사가 제 상황을 다른 사람에게 말하나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
가정법원에 제출할 서류 목록 알려주세요.,,,,3,부정행위의 법률적 근거,,,절차·방법,1
이혼 절차에서 필요한 서류를 대리인이 준비할 수 있나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
이혼이란 법적으로 어떤 의미인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
배우자가 있는 사람과 부정행위를 한 경우 그로 인한 손해배상 책임 조건은 무엇인가요?,"배우자가 있는 사람과 부정행위를 한 경우 손해배상 책임을 부과하기 위해서는, ① 상대방이 그 사람이 이미 혼인한 상태임을 알고 있었음에도 불구하고 부정행위를 저질렀다는 사실, ② 그 부정행위로 인해 혼인 관계에 심각한 침해가 발생하였다는 사실이 입증되어야 합니다. 이러한 행위로 인해 혼인 관계에 심한 갈등이나 파괴가 일어나는 경우, 부정행위를 저지른 사람은 정신적 고통을 겪은 배우자에게 금전적 위자료를 지급할 의무가 있습니다.",배우자 부정행위 그로 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.90387756,2020-08-21T09:00:00.000+09:00,제재·구제수단,5
부부 간 폭언이나 경멸적인 태도도 법에서 이혼 사유로 인정되나요?,,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
법원 명령을 어기면 어떤 불이익이 있나요?,,,,3,부정행위의 법률적 근거,,,제재·구제수단,5
사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는 어떤 경우에 인정되나요?,"사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는, 그 부정행위로 인해 사실혼 관계가 침해되었거나 유지가 방해되는 경우에 인정됩니다. 예를 들어, 상대방이 사실혼 존재를 알거나 충분히 알 수 있었음에도 불구하고 계속해서 부정행위를 한 경우, 법원은 피해자가 입은 정신적 고통을 금전적으로 보상해야 한다고 판단할 수 있습니다.",사실혼 관계 배우자 부정행위 위자료 청구,1,2,위자료 및 손해배상 청구,0.68917274,2022-08-23T09:00:00.000+09:00,가능 여부 판단,0
